bin_depth,time,U,V,W
7,2024-09-03 06:00:00,-21.2,-23.9,1.5
7,2024-09-03 06:30:00,-20.8,-6.1,10.2
7,2024-09-03 07:00:00,-26.9,-37.7,-2.9
7,2024-09-03 07:30:00,-15.3,-15.4,-2.4
7,2024-09-03 08:00:00,-26.6,-20.4,4.0
7,2024-09-03 08:30:00,-28.7,-18.9,2.8
7,2024-09-03 09:00:00,-35.1,-17.6,11.0
7,2024-09-03 09:30:00,-22.0,-11.3,10.5
7,2024-09-03 10:00:00,-21.1,-18.0,7.9
7,2024-09-03 10:30:00,-29.9,-10.2,8.6
7,2024-09-03 11:00:00,-23.3,-14.8,4.1
7,2024-09-03 11:30:00,-28.4,-17.3,5.1
7,2024-09-03 12:00:00,-18.9,-26.7,2.2
7,2024-09-03 12:30:00,-33.3,-27.4,9.6
7,2024-09-03 13:00:00,-12.0,-7.5,-11.6
7,2024-09-03 13:30:00,-39.0,-25.1,0.6
7,2024-09-03 14:00:00,-32.2,-7.3,4.4
7,2024-09-03 14:30:00,-31.1,-11.7,-12.3
7,2024-09-03 15:00:00,-28.5,-7.6,-4.4
7,2024-09-03 15:30:00,-33.7,-9.4,-11.0
7,2024-09-03 16:00:00,-21.3,-10.7,3.5
7,2024-09-03 16:30:00,-4.6,-12.6,-2.6
7,2024-09-03 17:00:00,-7.8,-5.6,-0.2
7,2024-09-03 17:30:00,-10.5,-5.9,-9.5
7,2024-09-03 18:00:00,-4.3,-23.4,-17.2
7,2024-09-03 18:30:00,-13.4,-17.1,-2.6
7,2024-09-03 19:00:00,-9.0,0.3,-0.5
7,2024-09-03 19:30:00,-21.0,-12.9,9.8
7,2024-09-03 20:00:00,-12.5,-20.8,3.1
7,2024-09-03 20:30:00,-13.4,-5.1,6.9
7,2024-09-03 21:00:00,-13.5,-15.7,-5.6
7,2024-09-03 21:30:00,-27.3,-23.4,12.5
7,2024-09-03 22:00:00,-14.7,-11.0,-8.0
7,2024-09-03 22:30:00,-22.5,-25.4,8.3
7,2024-09-03 23:00:00,-23.3,-21.7,-14.0
7,2024-09-03 23:30:00,-10.7,-5.1,9.5
7,2024-09-04 00:00:00,-27.3,-21.8,0.9
7,2024-09-04 00:30:00,-27.4,-21.9,-0.7
7,2024-09-04 01:00:00,-29.2,-21.8,4.2
7,2024-09-04 01:30:00,-21.0,2.1,0.5
7,2024-09-04 02:00:00,-22.7,-9.1,9.7
7,2024-09-04 02:30:00,-32.6,-1.9,5.6
7,2024-09-04 03:00:00,-29.0,-14.7,2.8
7,2024-09-04 03:30:00,-16.4,-3.8,1.6
7,2024-09-04 04:00:00,-25.9,-17.2,7.8
7,2024-09-04 04:30:00,-20.4,-17.2,-6.2
7,2024-09-04 05:00:00,-19.1,-11.5,-3.1
7,2024-09-04 05:30:00,-21.8,-14.3,-6.2
7,2024-09-04 06:00:00,-11.4,-12.8,8.2
7,2024-09-04 06:30:00,-11.8,-20.9,-3.8
7,2024-09-04 07:00:00,-17.2,-16.2,3.3
7,2024-09-04 07:30:00,-19.8,-10.3,3.6
7,2024-09-04 08:00:00,-24.3,-26.0,-0.5
7,2024-09-04 08:30:00,-7.0,-20.8,0.0
7,2024-09-04 09:00:00,-14.4,-17.1,0.3
7,2024-09-04 09:30:00,-16.7,-26.7,-7.8
7,2024-09-04 10:00:00,-21.4,-20.6,5.3
7,2024-09-04 10:30:00,-5.3,-13.9,-1.5
7,2024-09-04 11:00:00,-24.1,-13.2,8.0
7,2024-09-04 11:30:00,-27.0,-18.4,7.4
7,2024-09-04 12:00:00,-22.1,-21.3,-6.1
7,2024-09-04 12:30:00,-25.6,-13.8,7.8
7,2024-09-04 13:00:00,-28.2,-9.7,8.0
7,2024-09-04 13:30:00,-31.1,-19.8,4.9
7,2024-09-04 14:00:00,-18.6,-16.6,-11.3
7,2024-09-04 14:30:00,-30.4,-9.9,-4.5
7,2024-09-04 15:00:00,-22.5,-18.3,3.2
7,2024-09-04 15:30:00,-30.4,-24.1,10.1
7,2024-09-04 16:00:00,-25.8,-21.8,8.3
7,2024-09-04 16:30:00,-26.7,-6.3,-0.2
7,2024-09-04 17:00:00,-35.8,-6.0,5.1
7,2024-09-04 17:30:00,-28.8,-9.8,5.5
7,2024-09-04 18:00:00,-12.2,-24.1,0.0
7,2024-09-04 18:30:00,-14.0,-5.5,-1.8
7,2024-09-04 19:00:00,-25.4,-18.8,6.5
7,2024-09-04 19:30:00,-31.6,-15.0,2.1
7,2024-09-04 20:00:00,-18.6,-4.8,8.5
7,2024-09-04 20:30:00,-26.8,-6.0,-0.9
7,2024-09-04 21:00:00,-20.9,-4.7,-2.7
7,2024-09-04 21:30:00,-24.4,-2.3,11.3
7,2024-09-04 22:00:00,-31.2,-12.1,-3.5
7,2024-09-04 22:30:00,-34.1,-13.5,-2.5
7,2024-09-04 23:00:00,-43.8,-6.0,0.0
7,2024-09-04 23:30:00,-33.1,-0.4,-2.1
7,2024-09-05 00:00:00,-49.3,1.2,9.7
7,2024-09-05 00:30:00,-54.4,0.3,-0.7
7,2024-09-05 01:00:00,-42.6,-3.6,-15.6
7,2024-09-05 01:30:00,-39.9,-14.5,-14.3
7,2024-09-05 02:00:00,-41.7,-9.1,18.9
7,2024-09-05 02:30:00,-52.7,-14.8,6.4
7,2024-09-05 03:00:00,-51.6,-15.9,-4.5
7,2024-09-05 03:30:00,-28.4,-26.0,0.2
7,2024-09-05 04:00:00,-39.3,-19.3,-3.7
7,2024-09-05 04:30:00,-41.8,-10.9,-5.2
7,2024-09-05 05:00:00,-48.8,-14.6,12.8
7,2024-09-05 05:30:00,-39.3,-23.7,3.8
7,2024-09-05 06:00:00,-27.2,-25.0,-2.8
7,2024-09-05 06:30:00,-16.7,4.0,9.6
7,2024-09-05 07:00:00,-34.8,-11.3,0.1
7,2024-09-05 07:30:00,-35.0,-10.7,-7.3
7,2024-09-05 08:00:00,-30.1,-10.0,-2.2
7,2024-09-05 08:30:00,-23.6,-18.7,3.9
7,2024-09-05 09:00:00,-27.3,-7.5,-0.1
7,2024-09-05 09:30:00,-27.8,-12.6,-5.1
7,2024-09-05 10:00:00,-28.0,-2.9,3.4
7,2024-09-05 10:30:00,-38.8,-11.2,-7.1
7,2024-09-05 11:00:00,-35.7,-19.8,-8.3
7,2024-09-05 11:30:00,-21.8,-21.9,-6.9
7,2024-09-05 12:00:00,-25.0,-13.4,-6.7
7,2024-09-05 12:30:00,-37.1,-15.4,2.7
7,2024-09-05 13:00:00,-43.0,-18.7,-4.5
7,2024-09-05 13:30:00,-44.8,-22.8,-3.2
7,2024-09-05 14:00:00,-49.3,-17.1,0.2
7,2024-09-05 14:30:00,-53.4,-20.7,18.0
7,2024-09-05 15:00:00,-32.9,-33.8,14.4
7,2024-09-05 15:30:00,-50.4,-42.2,17.5
7,2024-09-05 16:00:00,-51.2,-14.7,8.7
7,2024-09-05 16:30:00,-18.0,-12.5,7.4
7,2024-09-05 17:00:00,-35.1,-13.8,-0.8
7,2024-09-05 17:30:00,-34.7,-17.9,10.4
7,2024-09-05 18:00:00,-41.9,-20.1,20.6
7,2024-09-05 18:30:00,-47.2,-13.0,1.9
7,2024-09-05 19:00:00,-50.2,-13.0,10.0
7,2024-09-05 19:30:00,-45.4,-19.2,14.3
7,2024-09-05 20:00:00,-43.0,-27.0,12.5
7,2024-09-05 20:30:00,-50.8,-26.1,6.8
7,2024-09-05 21:00:00,-38.7,-16.0,-4.9
7,2024-09-05 21:30:00,-60.5,-22.1,15.2
7,2024-09-05 22:00:00,-45.8,-21.1,10.1
7,2024-09-05 22:30:00,-49.9,-16.5,0.6
7,2024-09-05 23:00:00,-63.6,-22.1,4.4
7,2024-09-05 23:30:00,-42.8,-18.2,-9.3
7,2024-09-06 00:00:00,-41.2,-7.7,19.8
7,2024-09-06 00:30:00,-51.0,-25.4,-3.8
7,2024-09-06 01:00:00,-42.3,-26.9,-2.3
7,2024-09-06 01:30:00,-38.2,-22.1,6.6
7,2024-09-06 02:00:00,-45.3,-23.5,-5.3
7,2024-09-06 02:30:00,-72.7,-29.9,7.2
7,2024-09-06 03:00:00,-45.9,-22.9,-2.6
7,2024-09-06 03:30:00,-50.7,-27.8,-0.9
7,2024-09-06 04:00:00,-64.4,-31.4,18.6
7,2024-09-06 04:30:00,-49.4,-37.6,15.2
7,2024-09-06 05:30:00,-53.5,-41.2,6.2
7,2024-09-06 06:30:00,-56.8,-39.0,14.7
7,2024-09-06 07:00:00,-53.0,-28.3,4.2
7,2024-09-06 08:30:00,-48.1,-40.8,12.3
7,2024-09-06 09:00:00,-46.0,-35.5,4.2
7,2024-09-06 09:30:00,-44.9,-38.3,1.7
7,2024-09-06 10:00:00,-52.3,-33.3,12.6
7,2024-09-06 10:30:00,-50.6,-26.9,-4.0
7,2024-09-06 11:00:00,-49.6,-29.5,14.5
7,2024-09-06 11:30:00,-69.2,-19.5,15.0
7,2024-09-06 12:00:00,-58.1,-26.3,0.7
7,2024-09-06 12:30:00,-65.1,-37.5,14.3
7,2024-09-06 13:00:00,-69.1,-19.4,-3.0
7,2024-09-06 13:30:00,-65.1,-16.5,3.7
7,2024-09-06 14:00:00,-64.3,-22.3,4.6
7,2024-09-06 14:30:00,-54.4,-10.2,3.7
7,2024-09-06 15:00:00,-66.6,-18.6,19.9
7,2024-09-06 15:30:00,-47.8,-15.8,11.9
7,2024-09-06 16:00:00,-66.3,-17.7,-4.4
7,2024-09-06 16:30:00,-58.7,-27.1,7.5
7,2024-09-06 17:00:00,-46.8,-15.0,7.4
7,2024-09-06 17:30:00,-56.4,-19.0,-2.0
7,2024-09-06 18:00:00,-43.5,-18.8,4.4
7,2024-09-06 18:30:00,-48.1,-26.5,9.3
7,2024-09-06 19:00:00,-52.1,-16.6,-4.1
7,2024-09-06 19:30:00,-53.4,-21.2,20.8
7,2024-09-06 20:00:00,-49.4,-33.5,16.4
7,2024-09-06 20:30:00,-55.1,-20.2,-1.8
7,2024-09-06 21:00:00,-53.9,-20.5,15.9
7,2024-09-06 21:30:00,-40.4,-11.2,-7.8
7,2024-09-06 22:00:00,-49.5,-18.3,5.8
7,2024-09-06 22:30:00,-52.8,-15.8,-2.6
7,2024-09-06 23:00:00,-53.6,-26.0,6.8
7,2024-09-06 23:30:00,-49.9,-14.3,10.2
7,2024-09-07 00:00:00,-46.5,-18.7,12.5
7,2024-09-07 00:30:00,-40.7,-21.2,0.4
7,2024-09-07 01:00:00,-47.7,-19.3,4.0
7,2024-09-07 01:30:00,-24.7,-9.6,-11.3
7,2024-09-07 02:00:00,-44.7,-17.3,-12.1
7,2024-09-07 02:30:00,-59.7,-19.7,13.2
7,2024-09-07 03:00:00,-42.5,-24.2,-5.5
7,2024-09-07 03:30:00,-50.1,-13.2,13.8
7,2024-09-07 04:00:00,-39.2,-27.1,-2.0
7,2024-09-07 04:30:00,-28.9,-24.8,8.6
7,2024-09-07 05:00:00,-33.2,-14.8,-0.3
7,2024-09-07 05:30:00,-44.9,-13.5,-12.0
7,2024-09-07 06:00:00,-23.6,-19.1,-3.9
7,2024-09-07 06:30:00,-47.9,-2.1,11.3
7,2024-09-07 07:00:00,-51.1,-11.1,-16.2
7,2024-09-07 07:30:00,-31.3,-11.4,0.3
7,2024-09-07 08:00:00,-37.9,-16.4,4.6
7,2024-09-07 08:30:00,-40.2,-6.0,5.5
7,2024-09-07 09:00:00,-28.4,-8.9,-12.6
7,2024-09-07 09:30:00,-38.4,-20.9,12.4
7,2024-09-07 10:00:00,-22.6,-20.6,-2.9
7,2024-09-07 10:30:00,-30.8,-23.9,16.7
7,2024-09-07 11:00:00,-32.9,-31.9,4.9
7,2024-09-07 11:30:00,-28.3,-14.0,-18.6
7,2024-09-07 12:00:00,-35.5,-20.8,2.5
7,2024-09-07 12:30:00,-32.6,-13.3,-0.2
7,2024-09-07 13:30:00,-49.0,-20.9,-11.6
7,2024-09-07 14:00:00,-66.9,-2.2,-8.8
7,2024-09-07 14:30:00,-59.2,-20.3,-2.8
7,2024-09-07 15:00:00,-52.9,-17.2,2.2
7,2024-09-07 15:30:00,-56.5,-13.2,-0.3
7,2024-09-07 16:00:00,-55.9,-33.8,10.4
7,2024-09-07 16:30:00,-56.6,-20.8,-11.1
7,2024-09-07 17:00:00,-56.7,-14.6,-9.7
7,2024-09-07 17:30:00,-45.7,-20.9,1.1
7,2024-09-07 18:00:00,-25.1,-29.8,14.6
7,2024-09-07 18:30:00,-31.3,-32.6,-16.9
7,2024-09-07 19:00:00,-41.6,-15.3,11.0
7,2024-09-07 20:00:00,-58.7,-25.8,-1.0
7,2024-09-07 20:30:00,-35.0,-31.6,-11.8
7,2024-09-07 21:00:00,-46.1,-41.5,13.4
7,2024-09-07 21:30:00,-33.1,-14.8,-9.7
7,2024-09-07 22:00:00,-36.3,-37.6,-2.1
7,2024-09-07 22:30:00,-45.2,-35.9,-6.1
7,2024-09-07 23:00:00,-37.0,-38.9,0.7
7,2024-09-07 23:30:00,-40.2,-21.3,6.7
7,2024-09-08 00:00:00,-28.2,-24.4,-4.2
7,2024-09-08 00:30:00,-46.6,-4.0,0.3
7,2024-09-08 01:00:00,-44.1,-33.1,-1.4
7,2024-09-08 01:30:00,-63.9,-18.8,9.6
7,2024-09-08 02:00:00,-55.5,-18.0,21.5
7,2024-09-08 02:30:00,-64.4,-16.3,-6.1
7,2024-09-08 03:00:00,-47.1,-14.7,-12.5
7,2024-09-08 03:30:00,-44.4,-27.0,7.5
7,2024-09-08 04:00:00,-52.9,-24.3,-1.4
7,2024-09-08 04:30:00,-33.9,-24.0,-7.5
7,2024-09-08 05:00:00,-53.9,-30.8,-9.8
7,2024-09-08 05:30:00,-61.3,-21.1,1.8
7,2024-09-08 06:00:00,-51.9,-31.6,3.8
7,2024-09-08 06:30:00,-52.9,-25.4,3.2
7,2024-09-08 07:00:00,-44.2,-30.8,-5.8
7,2024-09-08 07:30:00,-46.7,-25.9,7.7
7,2024-09-08 08:00:00,-46.3,-18.2,5.8
7,2024-09-08 08:30:00,-34.7,-23.0,17.2
7,2024-09-08 09:00:00,-53.9,-15.5,3.7
7,2024-09-08 09:30:00,-44.6,-21.4,-2.5
7,2024-09-08 10:00:00,-43.4,-27.2,5.9
7,2024-09-08 10:30:00,-41.9,-18.7,6.0
7,2024-09-08 11:00:00,-49.6,-25.7,8.1
7,2024-09-08 11:30:00,-52.7,-24.6,11.8
7,2024-09-08 12:00:00,-44.0,-28.5,-2.7
7,2024-09-08 12:30:00,-31.8,-36.1,-10.4
7,2024-09-08 13:00:00,-51.7,-32.2,21.2
7,2024-09-08 13:30:00,-61.1,-35.0,0.6
7,2024-09-08 14:00:00,-55.6,-18.4,0.2
7,2024-09-08 14:30:00,-57.7,-19.8,2.0
7,2024-09-08 15:00:00,-39.4,-10.9,4.5
7,2024-09-08 15:30:00,-57.4,-26.9,9.6
7,2024-09-08 16:00:00,-61.0,-32.5,-6.5
7,2024-09-08 17:00:00,-68.8,-23.5,6.2
7,2024-09-08 17:30:00,-53.7,-33.9,0.1
7,2024-09-08 18:00:00,-62.3,-25.0,-6.2
7,2024-09-08 18:30:00,-69.2,-23.3,9.8
7,2024-09-08 19:00:00,-66.7,-18.3,14.5
7,2024-09-08 19:30:00,-58.5,-26.4,6.8
7,2024-09-08 20:00:00,-58.9,-26.6,-3.7
7,2024-09-08 20:30:00,-38.8,-29.1,0.3
7,2024-09-08 21:00:00,-47.2,-30.6,1.5
7,2024-09-08 21:30:00,-44.4,-20.8,5.4
7,2024-09-08 22:00:00,-38.8,-31.4,-12.1
7,2024-09-08 22:30:00,-47.5,-20.3,-13.8
7,2024-09-08 23:00:00,-42.4,-16.3,5.5
7,2024-09-08 23:30:00,-40.6,-11.8,0.8
7,2024-09-09 00:00:00,-57.6,-30.9,7.2
7,2024-09-09 00:30:00,-38.2,-23.7,2.7
7,2024-09-09 01:00:00,-35.8,-27.5,-10.4
7,2024-09-09 01:30:00,-42.8,-31.2,1.5
7,2024-09-09 02:00:00,-39.8,-24.2,-2.7
7,2024-09-09 02:30:00,-34.9,-19.7,-2.7
7,2024-09-09 03:00:00,-15.5,-18.1,9.4
7,2024-09-09 03:30:00,-45.4,-19.2,3.2
7,2024-09-09 04:00:00,-44.8,-12.0,-19.1
7,2024-09-09 04:30:00,-46.5,-20.7,10.8
7,2024-09-09 05:00:00,-35.5,-18.4,0.6
7,2024-09-09 05:30:00,-31.2,-19.7,9.4
7,2024-09-09 06:00:00,-45.1,-22.9,18.1
7,2024-09-09 06:30:00,-39.5,-29.4,-0.1
7,2024-09-09 07:00:00,-39.7,-18.8,9.6
7,2024-09-09 07:30:00,-34.4,-8.8,-15.5
7,2024-09-09 08:00:00,-31.7,-8.5,7.0
7,2024-09-09 08:30:00,-31.5,-6.0,9.1
7,2024-09-09 09:00:00,-38.0,-17.9,5.2
7,2024-09-09 09:30:00,-49.3,-15.5,10.6
7,2024-09-09 10:00:00,-39.7,-32.2,-5.6
7,2024-09-09 10:30:00,-49.6,-25.3,-8.2
7,2024-09-09 11:00:00,-33.1,-23.3,4.3
7,2024-09-09 11:30:00,-38.3,-7.2,-0.9
7,2024-09-09 12:00:00,-35.2,-23.0,0.6
7,2024-09-09 12:30:00,-36.1,-14.8,-0.4
7,2024-09-09 13:00:00,-49.2,-30.0,6.1
7,2024-09-09 13:30:00,-50.1,-12.8,1.5
7,2024-09-09 14:00:00,-59.0,-27.5,-0.3
7,2024-09-09 14:30:00,-49.3,-21.4,7.3
7,2024-09-09 15:00:00,-45.3,-8.5,-1.7
7,2024-09-09 15:30:00,-54.7,-16.3,2.4
7,2024-09-09 16:00:00,-39.7,-32.6,12.1
7,2024-09-09 16:30:00,-52.2,-28.6,10.0
7,2024-09-09 17:00:00,-51.5,-22.9,18.6
7,2024-09-09 18:00:00,-41.4,-19.7,15.8
7,2024-09-09 18:30:00,-51.4,-20.3,8.1
7,2024-09-09 19:00:00,-40.2,-30.9,6.3
7,2024-09-09 19:30:00,-53.0,-27.1,-1.8
7,2024-09-09 20:00:00,-60.7,-31.5,2.2
7,2024-09-09 20:30:00,-30.5,-32.9,20.2
7,2024-09-09 21:00:00,-31.5,-28.8,4.5
7,2024-09-09 21:30:00,-36.9,-21.6,9.4
7,2024-09-09 22:00:00,-33.4,-17.0,3.6
7,2024-09-09 22:30:00,-28.5,-26.2,2.3
7,2024-09-09 23:00:00,-14.8,-26.6,-14.6
7,2024-09-09 23:30:00,-44.1,-17.3,11.2
7,2024-09-10 00:00:00,-34.0,-18.5,9.3
7,2024-09-10 00:30:00,-37.6,-7.7,16.5
7,2024-09-10 01:00:00,-34.8,-12.2,-1.0
7,2024-09-10 01:30:00,-24.8,-29.2,10.7
7,2024-09-10 02:00:00,-40.8,-25.7,11.1
7,2024-09-10 02:30:00,-36.9,-25.2,-10.6
7,2024-09-10 03:00:00,-41.4,-23.1,-8.3
7,2024-09-10 03:30:00,-27.1,-22.6,-8.0
7,2024-09-10 04:00:00,-24.7,-13.0,0.2
7,2024-09-10 04:30:00,-26.2,-29.3,-3.1
7,2024-09-10 05:00:00,-24.1,-18.4,-14.4
7,2024-09-10 05:30:00,-33.0,-25.4,0.3
7,2024-09-10 06:00:00,-34.5,-19.5,-4.1
7,2024-09-10 06:30:00,-39.1,-31.6,16.1
7,2024-09-10 07:00:00,-42.5,-24.1,2.7
7,2024-09-10 07:30:00,-37.2,-16.9,-4.8
7,2024-09-10 08:00:00,-29.2,-20.5,-2.5
7,2024-09-10 08:30:00,-39.9,-16.4,4.4
7,2024-09-10 09:00:00,-37.6,-27.8,10.7
7,2024-09-10 09:30:00,-33.1,-17.4,7.7
7,2024-09-10 10:00:00,-31.1,-19.7,-0.9
7,2024-09-10 10:30:00,-29.5,-20.1,7.1
7,2024-09-10 11:00:00,-45.4,-12.8,-6.9
7,2024-09-10 11:30:00,-28.4,-17.3,-9.4
7,2024-09-10 12:30:00,-33.0,-23.9,2.3
7,2024-09-10 13:00:00,-37.3,-17.1,19.6
7,2024-09-10 13:30:00,-47.5,-15.6,-14.7
7,2024-09-10 14:00:00,-42.2,-25.1,9.8
7,2024-09-10 14:30:00,-44.0,-20.6,2.2
7,2024-09-10 15:00:00,-57.2,-23.7,1.8
7,2024-09-10 15:30:00,-33.0,-32.2,7.8
7,2024-09-10 16:00:00,-52.0,-19.0,2.4
7,2024-09-10 16:30:00,-62.4,-25.4,-15.5
7,2024-09-10 17:00:00,-54.6,-30.9,8.9
7,2024-09-10 17:30:00,-60.9,-27.1,7.2
7,2024-09-10 18:00:00,-52.2,-28.5,-0.6
7,2024-09-10 18:30:00,-46.2,-25.3,-1.0
7,2024-09-10 19:00:00,-55.4,-40.1,6.8
7,2024-09-10 19:30:00,-59.4,-37.5,13.7
7,2024-09-10 20:30:00,-41.2,-29.6,11.8
7,2024-09-10 21:00:00,-57.2,-30.5,-4.3
7,2024-09-10 21:30:00,-60.5,-35.6,10.9
7,2024-09-10 22:00:00,-33.6,-28.4,2.6
7,2024-09-10 22:30:00,-48.9,-21.2,0.9
7,2024-09-10 23:00:00,-61.8,-23.9,0.4
7,2024-09-10 23:30:00,-41.1,-12.7,5.6
7,2024-09-11 00:00:00,-32.7,-32.3,-6.2
7,2024-09-11 00:30:00,-47.6,-27.2,8.0
7,2024-09-11 01:00:00,-53.1,-28.7,-7.9
7,2024-09-11 01:30:00,-42.2,-29.9,4.4
7,2024-09-11 02:00:00,-49.8,-29.6,9.1
7,2024-09-11 02:30:00,-59.7,-23.6,15.2
7,2024-09-11 03:00:00,-55.3,-41.4,3.0
7,2024-09-11 03:30:00,-41.8,-25.3,-4.8
7,2024-09-11 04:00:00,-45.8,-29.1,-7.8
7,2024-09-11 04:30:00,-51.1,-42.1,6.7
7,2024-09-11 05:00:00,-71.8,-23.4,1.9
7,2024-09-11 06:00:00,-66.1,-30.9,4.9
7,2024-09-11 06:30:00,-65.2,-34.4,5.6
7,2024-09-11 07:00:00,-63.5,-31.1,2.6
7,2024-09-11 07:30:00,-63.2,-27.9,17.4
7,2024-09-11 08:00:00,-72.9,-31.5,5.8
7,2024-09-11 09:00:00,-64.2,-26.9,18.8
7,2024-09-11 09:30:00,-71.7,-19.6,11.6
7,2024-09-11 10:00:00,-70.9,-23.6,-8.2
7,2024-09-11 10:30:00,-69.9,-33.2,1.7
7,2024-09-11 11:00:00,-66.9,-38.1,15.1
7,2024-09-11 12:30:00,-70.1,-29.1,-7.1
7,2024-09-11 15:30:00,-59.5,-39.1,9.6
7,2024-09-11 18:00:00,-71.2,-35.3,-3.3
7,2024-09-11 18:30:00,-73.3,-24.8,14.7
7,2024-09-11 22:00:00,-69.5,-31.6,14.5
7,2024-09-11 22:30:00,-66.4,-39.3,10.9
7,2024-09-11 23:00:00,-64.4,-41.9,-0.2
7,2024-09-11 23:30:00,-64.4,-34.1,3.9
7,2024-09-12 00:00:00,-59.9,-29.4,-0.4
7,2024-09-12 00:30:00,-53.5,-39.4,10.9
7,2024-09-12 01:00:00,-53.7,-29.6,-1.6
7,2024-09-12 01:30:00,-47.9,-28.2,1.5
7,2024-09-12 02:00:00,-42.6,-35.0,-2.1
7,2024-09-12 02:30:00,-31.8,-21.0,2.6
7,2024-09-12 03:00:00,-35.0,-26.5,2.8
7,2024-09-12 03:30:00,-30.2,-16.4,2.6
7,2024-09-12 04:00:00,-19.1,-17.6,5.4
7,2024-09-12 04:30:00,-20.9,-15.7,-6.3
7,2024-09-12 05:00:00,0.3,-14.0,-4.9
7,2024-09-12 05:30:00,-4.7,-9.5,-1.9
7,2024-09-12 06:00:00,-4.4,-10.3,-8.7
7,2024-09-12 06:30:00,-1.9,-6.8,-8.2
7,2024-09-12 07:00:00,5.1,0.8,3.3
7,2024-09-12 07:30:00,-4.5,4.6,-2.7
7,2024-09-12 08:00:00,6.0,3.9,-5.1
7,2024-09-12 08:30:00,5.0,2.7,-7.9
7,2024-09-12 09:00:00,3.8,5.0,-4.2
7,2024-09-12 09:30:00,4.6,7.4,-0.6
7,2024-09-12 10:00:00,9.0,13.2,-0.8
7,2024-09-12 10:30:00,10.2,12.3,1.0
7,2024-09-12 11:00:00,21.2,12.4,-0.7
7,2024-09-12 11:30:00,19.3,12.8,3.9
7,2024-09-12 12:00:00,17.5,9.8,6.1
7,2024-09-12 12:30:00,17.3,13.7,2.8
7,2024-09-12 13:00:00,27.0,14.9,0.9
7,2024-09-12 13:30:00,27.3,7.8,3.3
7,2024-09-12 14:00:00,28.9,8.1,0.1
7,2024-09-12 14:30:00,27.6,7.0,4.3
7,2024-09-12 15:00:00,26.5,13.6,3.1
7,2024-09-12 15:30:00,26.2,13.2,2.0
7,2024-09-12 16:00:00,21.9,13.8,0.5
7,2024-09-12 16:30:00,19.5,10.3,-1.9
7,2024-09-12 17:00:00,16.1,13.1,1.0
7,2024-09-12 17:30:00,18.9,14.4,1.9
7,2024-09-12 18:00:00,17.4,8.9,-2.6
7,2024-09-12 18:30:00,12.5,8.6,-2.6
7,2024-09-12 19:00:00,13.3,11.5,-1.9
7,2024-09-12 19:30:00,10.4,6.6,-0.9
7,2024-09-12 20:00:00,14.1,8.9,-1.8
7,2024-09-12 20:30:00,16.9,9.0,0.0
7,2024-09-12 21:00:00,10.8,9.3,-2.0
7,2024-09-12 21:30:00,7.7,10.8,-3.3
7,2024-09-12 22:00:00,4.9,7.4,-2.7
7,2024-09-12 22:30:00,20.5,11.1,-6.3
7,2024-09-12 23:00:00,6.4,7.3,-4.3
7,2024-09-12 23:30:00,15.4,9.9,7.8
7,2024-09-13 00:00:00,16.3,6.9,-0.7
7,2024-09-13 00:30:00,20.3,11.3,0.5
7,2024-09-13 01:00:00,14.5,9.4,3.1
7,2024-09-13 01:30:00,15.8,9.8,1.8
7,2024-09-13 02:00:00,15.1,4.7,3.0
7,2024-09-13 02:30:00,13.1,8.7,-3.7
7,2024-09-13 03:00:00,12.8,5.4,6.9
7,2024-09-13 03:30:00,19.4,7.9,-0.6
7,2024-09-13 04:00:00,11.3,6.7,4.2
7,2024-09-13 04:30:00,9.0,1.6,-3.3
7,2024-09-13 05:00:00,9.5,6.3,-4.3
7,2024-09-13 05:30:00,-4.2,1.0,-2.1
7,2024-09-13 06:00:00,-5.7,-0.3,0.1
7,2024-09-13 06:30:00,0.3,-4.6,-3.4
7,2024-09-13 07:00:00,-4.7,-0.6,1.6
7,2024-09-13 07:30:00,-2.4,-0.2,-3.2
7,2024-09-13 08:00:00,-5.6,-2.0,4.7
7,2024-09-13 08:30:00,-5.7,-7.9,3.8
7,2024-09-13 09:00:00,-9.9,-3.8,3.9
7,2024-09-13 09:30:00,-4.2,-1.5,2.3
7,2024-09-13 10:00:00,-5.0,-5.9,2.5
7,2024-09-13 10:30:00,-3.6,-7.0,-4.3
7,2024-09-13 11:00:00,-12.0,-4.0,8.0
7,2024-09-13 11:30:00,2.5,-5.4,-3.7
7,2024-09-13 12:00:00,-4.6,-2.4,-1.0
7,2024-09-13 12:30:00,-5.2,-3.4,-3.7
7,2024-09-13 13:00:00,-5.9,-2.3,6.2
7,2024-09-13 13:30:00,-3.2,-1.1,3.1
7,2024-09-13 14:00:00,-5.2,-5.0,-0.3
7,2024-09-13 14:30:00,5.9,5.2,-3.2
7,2024-09-13 15:00:00,-4.6,2.7,-2.6
7,2024-09-13 15:30:00,-6.0,3.9,0.0
7,2024-09-13 16:00:00,-6.1,-0.4,-5.2
7,2024-09-13 16:30:00,-7.0,-2.5,-4.2
7,2024-09-13 17:00:00,-8.5,-2.6,-2.9
7,2024-09-13 17:30:00,-9.1,-2.3,-0.1
7,2024-09-13 18:00:00,-8.9,0.3,-0.7
7,2024-09-13 18:30:00,-5.4,3.8,-1.0
7,2024-09-13 19:00:00,-8.2,-5.6,-0.2
7,2024-09-13 19:30:00,-13.4,-1.3,-3.1
